PassengerId,HomePlanet,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0091_01,Earth,True,G/16/S,0.3291139240506329,False,,0.0,0.0,0.0,0.0,Deanne Yorkland,True,False,True
0091_02,Earth,False,F/20/S,0.34177215189873417,False,6.979828296223913e-05,0.023379062824942138,0.001319598161076111,0.008389860764012854,0.0,Tinez Yorkland,False,False,True
0092_01,Earth,False,G/9/P,0.24050632911392406,False,0.0,0.0,0.02852034735229014,4.4626918957515175e-05,0.0014088592383872706,Gracy Dunnisey,False,False,True
0092_02,Earth,True,G/9/P,0.0,False,0.0,0.0,,0.0,0.0,Stald Hewson,True,False,True
0092_03,Earth,True,G/9/P,0.0379746835443038,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,False,True
0097_01,Europa,False,A/2/S,0.6835443037974683,False,0.0,0.04051923657464864,0.0,0.00013388075687254553,0.026395392201549746,Alchium Fictful,False,False,True
0098_01,Earth,False,G/11/P,0.3291139240506329,False,0.0,0.028712306711837117,0.0002128384130767921,0.0014280614066404856,0.0,Doria Carezquez,False,False,True
0098_02,Earth,False,G/11/P,0.3291139240506329,False,0.0,0.09428772683057726,0.04073727226289801,0.0,0.0036050221688144865,Leence Carezquez,True,False,True
0099_01,Earth,False,F/19/P,0.2911392405063291,False,0.02170726600125637,0.014322610941535571,0.022390601055678527,0.0016511960014280614,0.0,Aliey Leetersoney,False,True,False
0099_02,Earth,,G/12/P,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,False,True
0101_01,Mars,True,G/734/S,0.3924050632911392,False,0.0,0.0,0.0,0.0,0.0,Book Trad,True,False,True
0102_01,Earth,False,F/23/S,0.22784810126582278,False,0.0,0.0,0.0,0.037040342734737594,0.0037707703145071062,Ritany Holson,False,False,True
0103_01,Earth,False,F/24/S,0.3037974683544304,False,0.0,,0.0,0.0,0.0007044296191936353,Arlen Mclainez,True,False,True
0103_02,Earth,True,G/18/S,0.11392405063291139,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,False,False
0103_03,Earth,True,G/18/S,0.0759493670886076,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,False,True
0105_01,Earth,,F/21/P,0.34177215189873417,False,0.0,0.0,0.024263579090754297,8.925383791503035e-05,0.005428251771433307,Carry Cleachrand,False,False,True
0107_01,Mars,False,D/2/S,0.26582278481012656,False,0.1216584072031828,0.00016771207191493645,0.0007236506044610931,0.0,0.0,Coobix Hart,False,False,True
0108_01,Earth,True,G/19/S,0.2911392405063291,False,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,False,True
0108_02,Earth,False,G/19/S,0.3924050632911392,False,0.03922663502477839,0.0,0.013877064532606844,0.0,0.0,,False,False,True
0108_03,Earth,False,G/19/S,0.0,,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,False,True
0110_01,Europa,False,G/734/S,0.4050632911392405,False,0.0,0.013752389897024788,0.0002554060956921505,0.1753391645840771,0.03165789582729043,Graviph Aloubtled,False,False,True
0110_02,Europa,,B/5/P,0.5063291139240507,False,0.0,0.011102539160768792,0.0,0.0,0.06990428044586251,Aldeba Bootious,False,False,True
0110_03,Europa,False,B/5/P,0.5316455696202531,False,0.15418440706358624,0.3829872874249488,0.0,0.08336308461263835,0.018439481208303982,Alaratz Aloubtled,True,False,True
0110_04,Europa,True,B/5/P,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,False,True
0111_01,Europa,True,E/6/S,0.3670886075949367,False,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,False,True
0112_01,Europa,False,B/1/S,0.6075949367088608,True,0.0,0.08509710528963875,0.003703388387536182,0.000758657622277758,0.0005386814735010153,Moth Cowtale,True,False,False
0113_01,Earth,False,F/23/P,0.810126582278481,False,0.0,0.0,0.03422441682274817,0.0,0.0,Idary Carvis,True,False,True
0114_01,Earth,False,G/20/S,0.34177215189873417,False,0.005723459202903608,0.005266159058129004,0.018261535841988762,0.010621206711888612,4.1437036423155016e-05,Maura Beckerson,False,False,True
0115_01,Mars,,F/24/P,0.3291139240506329,False,0.0,0.0,0.0,0.0,,Rohs Pead,True,False,True
0116_01,Europa,False,D/4/P,0.4177215189873418,False,6.979828296223913e-05,0.07456478717338073,0.0,0.0005355230274901821,0.016740562714954627,Alhenah Suptive,True,False,True
0119_01,Earth,False,A/0/P,0.49367088607594933,False,0.0,0.0786234193137222,0.0,0.002900749732238486,0.2858326772469233,Batan Coning,False,False,True
0119_02,Europa,True,A/0/P,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,False,True
0120_01,Mars,True,F/25/P,0.3037974683544304,False,0.0,0.0,0.0,0.0,,Bees Sacre,True,False,True
0122_01,Earth,False,G/21/S,0.3670886075949367,False,0.0,0.0,0.0,0.03119421635130311,0.003066340695313471,Shelle Hayder,False,False,True
0123_01,Earth,False,F/27/P,0.22784810126582278,False,0.003838905562923152,0.02002482138664341,0.0020858164481525627,0.0,4.1437036423155016e-05,Iree Fielson,False,False,True
0126_01,Mars,True,F/27/S,0.8481012658227848,False,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,False,True
0127_01,Mars,False,E/7/S,0.4430379746835443,False,0.04892859635652963,0.0,0.012600034054146092,0.0,0.0010359259105788754,Miloss Mesty,False,False,True
0128_01,Mars,False,D/3/S,0.7721518987341772,True,0.16423535981014867,0.011203166403917754,0.00038310914353822576,0.014102106390574796,8.287407284631003e-05,Grohs Fles,False,False,True
0128_02,Mars,False,E/8/S,0.569620253164557,False,0.1467857890695889,0.00020125448629792372,0.0,0.0,0.0,Barave Fles,False,False,True
0129_01,Earth,True,G/22/S,0.27848101265822783,False,0.0,0.0,,0.0,0.0,Race Fowles,True,True,False
0133_01,Mars,True,F/29/S,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,False,True
0133_02,Mars,False,D/5/S,0.45569620253164556,False,0.19110769875061073,0.0,0.0,0.0,0.0,Egrasp Blie,False,False,True
0134_01,Earth,False,G/17/P,0.24050632911392406,False,0.0,0.000469593801361822,0.031074408309211644,0.0,0.0,Camina Harmontry,True,False,True
0136_01,Earth,False,G/23/S,0.5949367088607594,False,0.006770433447337195,0.014020729212088686,0.00536352800953516,0.0011156729739378794,0.002279037003273526,,False,True,False
0138_01,Earth,True,G/18/P,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True,False,True
0138_02,Earth,False,E/5/P,0.43037974683544306,False,0.0,0.0007379331164257203,0.0,0.02516958229203856,0.008577466539593088,Monah Gambs,False,False,True
0139_01,Europa,True,C/6/S,0.4430379746835443,False,0.0,0.0,0.0,0.0,0.0,Charda Myling,True,False,False
0140_01,Earth,True,G/19/P,0.3037974683544304,False,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True,False,True
0140_02,Earth,False,F/29/P,0.3291139240506329,False,0.030711244503385218,0.0,0.0,0.0,0.019143910827497616,Verney Whitakers,False,False,True
0141_01,Mars,False,F/30/P,0.3924050632911392,False,,0.0,0.004129065213689767,0.0,0.0,Pyrohs Harte,False,False,True
0144_01,Earth,False,F/31/S,0.25316455696202533,False,0.0,0.01408781404085466,0.008939213349225268,0.0,0.0,Guadae Dayers,True,False,True
0146_01,Earth,False,G/25/S,0.7088607594936709,False,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False,False,True
0147_01,Earth,True,G/26/S,0.6329113924050633,False,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True,False,True
0148_01,Mars,False,F/31/P,0.5316455696202531,False,0.07482375933552035,0.0,0.0004256768261535842,0.0,0.003149214768159781,Corsh Pashe,False,False,True
0149_01,Earth,True,G/27/S,0.34177215189873417,False,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True,False,False
0151_01,Earth,True,G/20/P,0.4810126582278481,False,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False,False,False
0152_01,Earth,False,F/32/P,0.5189873417721519,False,0.0,0.0,0.0,0.0,0.025152281108855094,Andan Estron,False,False,True
0160_01,Earth,False,G/22/P,0.27848101265822783,False,0.28749912752146295,0.0,0.0,0.0,0.002527659221812456,Gory Atkinney,False,False,True
0163_01,Europa,True,B/8/P,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True,False,True
0163_02,Europa,True,B/8/P,0.21518987341772153,False,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True,False,True
0164_01,Earth,False,G/28/S,0.7215189873417721,False,0.0034899141481119565,0.05661959547848254,0.0,,0.005593999917125927,Fany Hutchinton,True,False,True
0164_02,Earth,True,G/28/S,0.21518987341772153,False,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False,True,False
0165_01,Mars,True,F/37/P,0.4430379746835443,,0.0,0.0,0.0,0.0,0.0,Graven Anche,True,False,True
0167_01,Mars,True,F/35/S,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True,False,True
0167_02,Mars,False,F/35/S,0.34177215189873417,False,0.09527465624345641,0.0,0.002043248765537204,0.0009817922170653338,0.005676873989972237,Rios Floaf,False,False,True
0169_01,Earth,True,G/23/P,0.3924050632911392,False,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False,False,True
0170_01,Earth,False,E/10/S,0.3037974683544304,False,0.0,0.0,0.0,0.009862549089610853,0.023494799651928893,Mollie Mcmahoney,False,False,True
0171_01,Earth,True,G/30/S,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,True,True,False
0172_01,Earth,True,G/24/P,0.4050632911392405,False,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,True,False,True
0173_01,Earth,,E/11/S,0.7341772151898734,False,0.0,0.033039278167242475,0.0,0.00022313459478757588,0.0,Hilip Grifford,True,False,True
0174_01,Earth,False,F/38/P,0.26582278481012656,False,0.02003210721016263,0.0,0.0006810829218457347,0.005132095680114245,0.0072514813740521275,Doryn Lambles,False,False,False
0177_01,Europa,False,B/2/S,0.4810126582278481,False,0.0,0.3470298192063865,4.256768261535842e-05,0.6680649767940021,0.08747358388928024,Toperon Iniouser,False,False,True
0178_01,Mars,False,D/6/S,0.4810126582278481,False,0.2382913380330844,0.0,0.0068533969010727055,0.0012495537308104248,0.004931007334355447,Wees Knik,False,False,True
0179_01,Earth,False,G/26/P,0.24050632911392406,False,6.979828296223913e-05,0.0073457887498742155,0.028648050400136214,8.925383791503035e-05,0.0004558074006547052,Elaney Webstephrey,True,False,True
0179_02,Earth,False,G/26/P,0.0,False,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,False,False,True
0179_03,Earth,False,G/26/P,0.0379746835443038,False,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True,False,True
0181_01,Earth,False,G/27/P,0.25316455696202533,False,0.0,0.0,0.00012770304784607525,0.013343448768297038,0.0038122073509302616,Nancis Brighttt,False,False,True
0182_01,Europa,True,C/3/P,0.3037974683544304,False,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True,False,True
0183_01,Earth,False,F/36/S,0.46835443037974683,False,0.0011865708103580652,0.004897192499916144,0.018133832794142685,0.0,0.009613392450171964,Stany Weaves,True,False,True
0186_01,Earth,False,G/28/P,0.31645569620253167,False,0.004327493543658826,0.0,0.0,0.0,0.039613806820536196,Camiet Shephendry,False,False,True
0188_01,Earth,True,G/31/S,0.7088607594936709,False,0.0,0.0,0.0,0.0,0.0,Branda Romez,True,False,True
0189_01,Earth,False,E/8/P,0.620253164556962,False,0.005863055768828087,0.00010062724314896186,0.017069640728758724,0.009014637629418065,0.004060829569469192,Helly Booters,False,False,False
0190_01,Earth,True,G/32/S,0.13924050632911392,False,0.0,0.0,0.0,0.0,0.0,,False,False,False
0192_01,Earth,True,G/29/P,0.012658227848101266,False,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,True,False,True
0192_02,Earth,False,G/29/P,0.10126582278481013,False,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,False,False,True
0192_03,Earth,False,G/29/P,0.49367088607594933,False,0.0,0.0,0.0004256768261535842,0.04007497322384863,0.0,Lilace Adavisons,False,False,True
0193_01,Mars,True,F/41/P,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,Sps Raf,True,False,True
0193_02,Mars,False,F/41/P,0.2911392405063291,False,,0.0,0.00034054146092286734,0.047840057122456266,0.0,Frook Raf,False,False,True
0193_03,Mars,False,F/41/P,0.0,False,0.0,0.0,0.0,0.0,0.0,Goles Raf,True,False,True
0195_01,Mars,False,F/42/P,0.49367088607594933,False,0.028338102882669088,0.0,0.03690618082751575,0.0,0.0,Bar Floaf,True,False,True
0196_01,Mars,False,D/5/P,0.31645569620253167,False,0.07342779367627557,0.0,0.030606163800442704,0.0,0.0002900592549620851,Caper Emead,False,True,False
0197_01,Europa,False,C/5/P,0.45569620253164556,False,0.0,0.032603226780263644,0.0,0.03547840057122456,0.023826295943314132,Astrak Dissper,False,False,True
0198_01,Earth,,G/30/P,0.6582278481012658,False,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson,True,True,False
0199_01,Earth,True,G/33/S,0.22784810126582278,False,0.0,0.0,0.0,0.0,0.0,Regana Morrows,False,False,True
0200_01,Earth,True,G/31/P,0.18987341772151897,False,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,True,False,True
0201_01,Europa,True,B/3/S,0.4430379746835443,False,0.0,0.0,0.0,0.0,0.0,Kaffias Bacistion,True,False,True
0201_02,Europa,True,B/3/S,0.5949367088607594,False,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion,True,False,True
0202_01,Europa,True,B/9/P,0.569620253164557,False,0.0,0.0,0.0,0.0,0.0,Pomera Embleng,True,False,False
0202_02,Europa,False,A/2/P,0.34177215189873417,False,0.0,0.08160869419380806,,0.03918243484469833,0.018356607135457673,Vegas Embleng,True,False,False
0203_01,Europa,True,C/8/S,0.6455696202531646,False,0.0,0.0,0.0,0.0,0.0,Ancham Heateele,True,False,True
0205_01,Earth,False,G/34/S,0.3670886075949367,False,0.0,6.708482876597457e-05,0.0028094670526136556,0.0,0.029213110678324286,Carma Oneiles,False,False,True
0206_01,Europa,False,C/9/S,0.34177215189873417,False,0.00013959656592447826,0.05769295273873813,0.000510812191384301,0.05020528382720457,0.005055318443624912,Nuson Brugashed,True,False,False
0207_01,Earth,True,G/32/P,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon,False,True,False
0210_01,Earth,True,D/6/P,0.3037974683544304,False,0.0,0.0,,0.0,0.0,Arraid Inicont,True,False,False
0211_01,Mars,False,F/44/P,0.3670886075949367,False,0.06295805123193969,3.3542414382987286e-05,0.0058317725183041035,0.0,0.0,Pebuts Appie,True,False,True
0211_02,Mars,True,F/44/P,0.13924050632911392,False,0.0,0.0,0.0,0.0,0.0,Corsh Appie,True,False,True
0211_03,Mars,False,F/44/P,0.21518987341772153,False,0.05918894395197878,0.0,0.013068278562915035,0.008122099250267762,0.0,Picers Date,False,False,True
0212_01,Earth,False,E/9/P,0.16455696202531644,False,0.013401270328749913,0.0,0.0,0.002275972866833274,0.030621969916711556,Inen Workmans,False,False,True
0212_02,Earth,False,F/45/P,0.4430379746835443,False,0.010260347595449151,0.00630597390400161,0.0,0.00044626918957515175,0.01603613309576099,Shally Workmans,False,False,True
